Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time
mediterranean,beef stew,mediterranean,98.1,168.47,129.44,2022-10-16,16:44:56
mediterranean,cucumber salad,mediterranean,64.85,129.27,126.54,2022-10-16,16:44:56
mediterranean,beetroot pasta flavors,mediterranean,54.14,148.37,47.94,2022-10-16,16:44:56
mediterranean,tuna pasta,mediterranean,179.69,280.95,123.53,2022-10-16,16:44:56
mediterranean,fish en papillote,american,65.75,17.32,9.5,2022-10-16,16:44:56
mediterranean,warm partridge salad,mediterranean,65.74,134.05,43.7,2022-10-16,16:44:56
mediterranean,veggie burgers,mediterranean,23.05,98.49,10.43,2022-10-16,16:44:56
mediterranean,chicken mushroom skillet,mediterranean,139.15,41.59,47.86,2022-10-16,16:44:56
mediterranean,couscous salad,mediterranean,125.93,479.51,173.01,2022-10-16,16:44:56
mediterranean,pan seared chicken,mediterranean,147.65,44.13,59.24,2022-10-16,16:44:56
mediterranean,seared tuna steaks,mediterranean,169.63,19.19,32.74,2022-10-16,16:44:56
mediterranean,shrimp caesar salad,mediterranean,136.5,103.98,127.58,2022-10-16,16:44:56
mediterranean,vegetable cheese pie,mediterranean,71.89,108.28,34.5,2022-10-16,16:44:56
mediterranean,rice stuffed escarole,italian,89.29,219.85,159.32,2022-10-16,16:44:56
mediterranean,white bean soup,mediterranean,10.61,47.92,56.1,2022-10-16,16:45:04
mediterranean,chicken quinoa bowl,south american,133.61,112.72,99.29,2022-10-16,16:45:04
mediterranean,cod roasted tomatoes,mediterranean,86.61,29.54,30.67,2022-10-16,16:45:04
mediterranean,kale soup,mediterranean,36.8,99.83,4.21,2022-10-16,16:45:04
mediterranean,radicchio farro salad,mediterranean,65.64,201.94,81.84,2022-10-16,16:45:04
mediterranean,salmon en papillote,nordic,62.61,22.08,52.67,2022-10-16,16:45:04
mediterranean,chicken orzo salad,mediterranean,96.13,76.13,85.73,2022-10-16,16:45:04
mediterranean,silvanas basil pasta,mediterranean,68.45,353.45,40.49,2022-10-16,16:45:04
mediterranean,tuna antipasto salad,mediterranean,160.84,321.64,85.89,2022-10-16,16:45:04
mediterranean,style poached eggs,mediterranean,81.71,211.34,46.37,2022-10-16,16:45:04
mediterranean,salmon cooked in parchment,nordic,96.98,37.39,72.95,2022-10-16,16:45:04
mediterranean,zesty couscous salad,mediterranean,101.57,285.16,136.31,2022-10-16,16:45:04
mediterranean,macaroni cheese,mediterranean,85.21,247.19,119.88,2022-10-16,16:45:04
mediterranean,poached eggs quinoa,mediterranean,78.76,211.12,90.15,2022-10-16,16:45:04
mediterranean,flavors tzatziki,mediterranean,46.45,44.94,31.28,2022-10-16,16:45:04
mediterranean,vegetable soup couscous,mediterranean,24.29,83.22,6.49,2022-10-16,16:45:04
mediterranean,chicken couscous salad,mediterranean,114.91,154.47,63.75,2022-10-16,16:45:04
mediterranean,vegan pita pockets,american,120.28,197.28,115.53,2022-10-16,16:45:04
mediterranean,vinaigrette for pasta salad,mediterranean,23.57,49.84,180.53,2022-10-16,16:45:04
mediterranean,shrimp rice soup,mediterranean,181.55,156.15,34.61,2022-10-16,16:45:04
mediterranean,chicken roasted vegetables,mediterranean,80.43,95.36,59.9,2022-10-16,16:45:10
mediterranean,couscous cabbage rolls,mediterranean,37.34,177.4,42.9,2022-10-16,16:45:10
mediterranean,roasted fish vegetables,mediterranean,155.9,253.69,47.55,2022-10-16,16:45:10
mediterranean,silvanas basil pasta,mediterranean,68.54,353.53,40.51,2022-10-16,16:45:10
mediterranean,pressed picnic sandwich,south east asian,124.61,62.55,91.28,2022-10-16,16:45:10
mediterranean,salad chickpea patties,mediterranean,46.57,146.44,42.64,2022-10-16,16:45:10
mediterranean,marinated shrimp salad,mediterranean,186.72,110.23,84.7,2022-10-16,16:45:10
mediterranean,salad halloumi croutons,mediterranean,37.01,50.13,94.2,2022-10-16,16:45:10
mediterranean,salad feta cheese,mediterranean,38.3,93.48,77.28,2022-10-16,16:45:10
mediterranean,whole branzino roasted in sea salt aromatic herbs,mediterranean,188.47,29.81,32.72,2022-10-16,16:45:10
mediterranean,tuna artichoke pasta,mediterranean,222.7,231.4,131.14,2022-10-16,16:45:10
mediterranean,ultimate roast chicken,american,175.44,20.12,155.5,2022-10-16,16:45:10
mediterranean,grilled salmon salsa,nordic,101.94,9.54,100.76,2022-10-16,16:45:10
mediterranean,beef bean stew,mediterranean,230.79,131.98,104.49,2022-10-16,16:45:10
mediterranean,braised chicken polenta,mediterranean,276.26,137.25,298.42,2022-10-16,16:45:10
mediterranean,chicken soft polenta,mediterranean,262.68,194.06,285.81,2022-10-16,16:45:10
mediterranean,sidekick tomato soup,american,12.97,66.16,51.97,2022-10-16,16:45:10
mediterranean,salad grilled chicken,mediterranean,140.06,67.18,154.02,2022-10-16,16:45:10
mediterranean,lamb meatballs dips,mediterranean,143.24,331.15,362.73,2022-10-16,16:45:10
mediterranean,big batch herb rub,american,9.75,31.85,4.29,2022-10-16,16:45:10
mediterranean,slow cooker chicken orzo,mediterranean,121.95,84.05,21.39,2022-10-16,16:45:17
mediterranean,swordfish wrapped in prosciutto,american,443.89,121.59,250.79,2022-10-16,16:45:17
mediterranean,ravioli artichokes olives,mediterranean,108.1,351.54,63.13,2022-10-16,16:45:17
mediterranean,tuna salad croutons,mediterranean,123.77,111.23,94.53,2022-10-16,16:45:17
mediterranean,chicken vegetables,mediterranean,276.3,157.66,291.99,2022-10-16,16:45:17
mediterranean,pasta feta olives,mediterranean,89.7,373.02,45.09,2022-10-16,16:45:17
mediterranean,fresh city salmon spaghetti,nordic,161.71,368.53,79.63,2022-10-16,16:45:17
mediterranean,dinner tonight poached eggs,mediterranean,26.35,68.86,43.69,2022-10-16,16:45:17
mediterranean,pasta tomatoes arugula,mediterranean,66.83,321.2,57.11,2022-10-16,16:45:17
mediterranean,salad prosciutto pomegranate,mediterranean,56.52,46.97,57.12,2022-10-16,16:45:17
mediterranean,herb crusted sea bass,mediterranean,275.35,127.17,88.71,2022-10-16,16:45:17
mediterranean,fish stew chard,french,242.5,249.96,23.45,2022-10-16,16:45:17
mediterranean,farmers fridge salad,mediterranean,11.95,46.81,35.36,2022-10-16,16:45:17
mediterranean,artichoke black olive tart,mediterranean,102.45,237.63,78.35,2022-10-16,16:45:17
mediterranean,eggplant bruschetta pita chips,italian,145.7,594.59,261.44,2022-10-16,16:45:17
mediterranean,spiralized cucumber salad,mediterranean,15.43,30.89,74.44,2022-10-16,16:45:17
mediterranean,tuna noodle casserole,asian,351.62,499.77,209.24,2022-10-16,16:45:17
mediterranean,herbed pork roast,mediterranean,342.31,24.32,147.2,2022-10-16,16:45:17
mediterranean,bean bacon soup,american,149.69,341.02,131.89,2022-10-16,16:45:17
mediterranean,roasted vegetables chickpeas,mediterranean,56.91,237.33,42.09,2022-10-16,16:45:17
mediterranean,chopped chicken pita,mediterranean,125.96,175.09,74.4,2022-10-16,16:45:24
mediterranean,whole roasted style fish,mediterranean,165.02,24.3,46.4,2022-10-16,16:45:24
mediterranean,brown rice salad,mediterranean,46.05,193.53,129.0,2022-10-16,16:45:24
mediterranean,fish stew garlic toasts,french,369.38,291.68,149.5,2022-10-16,16:45:24
mediterranean,tuna pepper courgette tart,mediterranean,115.09,250.06,196.55,2022-10-16,16:45:24
mediterranean,loaded chicken quinoa salad,south american,43.45,38.05,30.13,2022-10-16,16:45:24
mediterranean,vegetable stew olives,mediterranean,56.65,227.36,53.62,2022-10-16,16:45:24
mediterranean,chicken bulgur skillet,mediterranean,143.33,85.48,83.26,2022-10-16,16:45:24
mediterranean,grilled veg bean mash,mediterranean,41.97,143.05,31.75,2022-10-16,16:45:24
mediterranean,grilled shrimp lettuce wraps,mediterranean,102.42,26.37,132.34,2022-10-16,16:45:24
mediterranean,roasted guinea hen style,mediterranean,293.92,92.77,191.76,2022-10-16,16:45:24
mediterranean,tortellini pasta salad,italian,40.38,134.05,69.41,2022-10-16,16:45:24
mediterranean,chicken olives caramelized onions sage,mediterranean,453.98,311.78,529.02,2022-10-16,16:45:24
mediterranean,brown rice salad,mediterranean,46.41,195.73,129.11,2022-10-16,16:45:24
mediterranean,chicken couscous bowls,mediterranean,131.8,227.55,96.14,2022-10-16,16:45:24
mediterranean,vegetable couscous,mediterranean,56.11,344.85,31.98,2022-10-16,16:45:24
mediterranean,quiche sweet potato crust,french,65.86,73.77,68.32,2022-10-16,16:45:24
mediterranean,roasted chickpea spinach salad,mediterranean,35.73,113.93,95.39,2022-10-16,16:45:24
mediterranean,slow cooker quinoa arugula,mediterranean,83.86,294.94,82.96,2022-10-16,16:45:24
mediterranean,two acid pasta salad,mediterranean,89.74,405.64,260.21,2022-10-16,16:45:24
mediterranean,twist to your bbq,american,28.74,191.58,28.33,2022-10-16,16:45:30
mediterranean,roast vegetables bulgar wheat,mediterranean,34.76,223.52,32.97,2022-10-16,16:45:30
mediterranean,eat your veggies meatballs,mediterranean,140.09,134.08,76.19,2022-10-16,16:45:30
mediterranean,sardines lemon garlic,mediterranean,41.21,39.23,284.62,2022-10-16,16:45:30
mediterranean,salmon cooked in parchment,nordic,99.21,50.53,75.7,2022-10-16,16:45:30
mediterranean,braised chicken polenta,mediterranean,276.26,137.25,298.42,2022-10-16,16:45:30
mediterranean,spaghetti puttanesca,italian,83.5,410.36,65.98,2022-10-16,16:45:30
mediterranean,potato salad haricots verts,mediterranean,30.37,249.23,84.95,2022-10-16,16:45:30
mediterranean,pasta artichokes olives tomatoes,mediterranean,72.52,299.04,47.31,2022-10-16,16:45:30
mediterranean,spinach salad grilled vegetables,mediterranean,28.79,59.5,75.02,2022-10-16,16:45:30
mediterranean,mini tuna cakes pesto,american,106.3,28.87,87.74,2022-10-16,16:45:30
mediterranean,orzo chicken salad,mediterranean,122.02,103.08,133.39,2022-10-16,16:45:30
mediterranean,grilled chicken grape skewers,mediterranean,97.38,54.11,123.84,2022-10-16,16:45:30
mediterranean,feta salad pomegranate dressing,mediterranean,51.84,175.52,195.42,2022-10-16,16:45:30
mediterranean,eggplant dip sizzled garlic,mediterranean,19.61,35.1,65.1,2022-10-16,16:45:30
mediterranean,feta salad pomegranate dressing,mediterranean,51.84,175.52,195.42,2022-10-16,16:45:30
mediterranean,flavors baba ghanoush,mediterranean,13.49,58.44,51.42,2022-10-16,16:45:30
mediterranean,chopped salad shrimp,mediterranean,182.05,381.92,101.23,2022-10-16,16:45:30
mediterranean,salad lemon herb vinaigrette,mediterranean,36.81,91.24,164.3,2022-10-16,16:45:30
mediterranean,weekday vegetarian roast salada,mediterranean,17.79,144.7,49.16,2022-10-16,16:45:37
mediterranean,zesty roasted chicken potatoes,mediterranean,100.23,182.1,145.95,2022-10-16,16:45:37
mediterranean,style chicken bean stew,mediterranean,265.63,145.05,270.15,2022-10-16,16:45:37
mediterranean,salad smoked paprika vinaigrette,mediterranean,46.76,251.61,129.47,2022-10-16,16:45:37
mediterranean,slow cooker chicken noodle soup,asian,178.92,194.05,41.63,2022-10-16,16:45:37
mediterranean,swordfish baked in foil flavors,mediterranean,161.94,89.31,38.95,2022-10-16,16:45:37
mediterranean,mackerel tomato panzanella salad,mediterranean,106.42,110.37,109.31,2022-10-16,16:45:37
mediterranean,tuna antipasto salad for two,mediterranean,54.84,82.03,35.4,2022-10-16,16:45:37
mediterranean,slow cooker chicken thigh stew,mediterranean,286.36,66.04,73.74,2022-10-16,16:45:37
mediterranean,four cheese baked penne,italian,189.69,441.86,86.94,2022-10-16,16:45:37
mediterranean,salad chickpeas arugula,mediterranean,89.1,144.34,118.55,2022-10-16,16:45:37
mediterranean,mini chicken meatloaf chimichurri,mediterranean,105.07,49.59,82.15,2022-10-16,16:45:37
mediterranean,dutch baby takes holiday,american,46.03,103.49,99.18,2022-10-16,16:45:37
mediterranean,fish soup garlicky rouille,mediterranean,443.98,276.18,385.16,2022-10-16,16:45:37
mediterranean,flavors spinach artichoke dip,mediterranean,24.03,32.4,97.42,2022-10-16,16:45:37
mediterranean,hummus rice fritters salad,mediterranean,58.16,290.41,73.18,2022-10-16,16:45:37
mediterranean,tuna salad roasted potato wedges,mediterranean,127.99,303.53,44.31,2022-10-16,16:45:37
mediterranean,potato salad haricots verts,mediterranean,30.37,249.23,84.95,2022-10-16,16:45:44
mediterranean,chicken chopped salad feta vinaigrette,mediterranean,92.17,48.22,126.85,2022-10-16,16:45:44
mediterranean,rice salad roasted red peppers,mediterranean,60.67,519.99,83.21,2022-10-16,16:45:44
mediterranean,marinated chicken pita slaw,mediterranean,183.83,243.83,101.02,2022-10-16,16:45:44
mediterranean,chicken stew prunes pumpkin,mediterranean,199.71,260.08,201.94,2022-10-16,16:45:44
mediterranean,chicken kebabs lemon tahini sauce,mediterranean,117.97,40.32,54.52,2022-10-16,16:45:44
mediterranean,four cheese baked penne,italian,189.69,441.8,117.57,2022-10-16,16:45:44
mediterranean,slow cooker chicken chickpea soup,mediterranean,235.11,284.52,177.74,2022-10-16,16:45:44
mediterranean,lamb loin chops stuffing,mediterranean,182.21,134.25,289.28,2022-10-16,16:45:44
mediterranean,salad creamy herb dressing,mediterranean,80.8,394.49,66.59,2022-10-16,16:45:44
mediterranean,baked red snapper in tomato sauce,mediterranean,440.58,109.18,39.36,2022-10-16,16:45:44
mediterranean,salad green beans feta,mediterranean,71.48,180.63,67.65,2022-10-16,16:45:44
mediterranean,seared fresh sardines tomato soup,south east asian,50.03,136.55,157.33,2022-10-16,16:45:44
mediterranean,shredded chicken la crock pot,mediterranean,93.37,99.32,56.08,2022-10-16,16:45:44
mediterranean,zucchini ribbon saut balsamic reduction,mediterranean,6.01,46.96,28.11,2022-10-16,16:45:44
mediterranean,grilled peppered pork chops relish,mediterranean,246.45,27.14,97.85,2022-10-16,16:45:44
mediterranean,bean potato vegetable salad platter,mediterranean,42.14,238.2,19.21,2022-10-16,16:45:44
mediterranean,country pasta salad fresh herbs,mediterranean,111.04,399.52,172.24,2022-10-16,16:45:44
mediterranean,salad olive bread croutons,mediterranean,36.17,88.18,126.69,2022-10-16,16:45:44
mediterranean,best ever grilled lamb chops,mediterranean,280.74,59.41,495.9,2022-10-16,16:45:44
mediterranean,sheet pan chicken brussels sprouts gnocchi,mediterranean,191.74,204.42,91.57,2022-10-16,16:45:50
mediterranean,chicken dijon mustard tomato lemon,mediterranean,45.15,39.74,59.25,2022-10-16,16:45:50
mediterranean,grilled chicken salad hummus,mediterranean,263.07,130.94,148.11,2022-10-16,16:45:50
mediterranean,mayo free tuna salad sandwiches,mediterranean,193.1,128.94,195.48,2022-10-16,16:45:50
mediterranean,portobello mushroom pizzas arugula salad,italian,71.58,105.74,76.67,2022-10-16,16:45:50
mediterranean,healthy dip for super bowl sunday,mediterranean,92.93,183.79,136.57,2022-10-16,16:45:50
mediterranean,egg tomato skillet pita shakshouka,mediterranean,59.22,131.34,53.08,2022-10-16,16:45:50
mediterranean,pistou vegetable soup basil sauce,french,131.9,263.82,194.07,2022-10-16,16:45:50
mediterranean,mussel chickpea soup fennel lemon,mediterranean,126.24,181.78,55.14,2022-10-16,16:45:50
mediterranean,spinach salad tomatoes lemon dressing,mediterranean,30.9,57.09,92.21,2022-10-16,16:45:50
mediterranean,salad pasta not to be confused pasta salad,mediterranean,76.7,349.79,58.29,2022-10-16,16:45:50
mediterranean,sausage fennel canellini bean tomato gratin,french,55.88,152.46,41.88,2022-10-16,16:45:50
mediterranean,ultimate greek salad,mediterranean,22.26,37.87,138.39,2022-10-16,16:45:50
mediterranean,farro bowl lemon tahini yogurt dressing,mediterranean,199.7,837.65,117.79,2022-10-16,16:45:50
mediterranean,chopped salad tomatoes peppers feta basil,mediterranean,23.0,39.76,66.29,2022-10-16,16:45:50
mediterranean,sweet spicy salad greek vinaigrette dressing,mediterranean,33.21,97.68,93.28,2022-10-16,16:45:50
mediterranean,cranberry sauce red wine pomegranate molasses herbs,american,2.01,361.31,0.63,2022-10-16,16:45:50
mediterranean,mark bittmans grilled chicken thighs,mediterranean,257.37,20.68,280.46,2022-10-16,16:45:57
mediterranean,pan seared chicken burgers whipped feta,mediterranean,186.01,44.61,155.54,2022-10-16,16:45:57
mediterranean,my favorite falafel sandwich,american,166.85,609.84,248.82,2022-10-16,16:45:57
mediterranean,grilled greek style meatloaf herbed potatoes grilled lemon,mediterranean,199.9,261.85,240.23,2022-10-16,16:45:57
mediterranean,gigante beans,caribbean,60.36,137.21,69.17,2022-10-16,16:45:57
mediterranean,chicken fennel bake preserved lemon harissa,mediterranean,197.25,41.64,247.52,2022-10-16,16:45:57
mediterranean,vegetable sandwich sundried tomato pesto fresh mozzarella,italian,74.43,233.24,103.37,2022-10-16,16:45:57
mediterranean,zucchini pastitsio baked beef pasta casserole,italian,320.52,358.1,388.93,2022-10-16,16:45:57
mediterranean,veggie burgers mint yogurt sauce carrot salad,mediterranean,73.73,218.66,62.93,2022-10-16,16:45:57
mediterranean,salad artichokes penne sun dried tomatoes,mediterranean,88.87,246.89,65.12,2022-10-16,16:45:57
mediterranean,flavors white bean spread za atar,mediterranean,37.49,123.55,165.87,2022-10-16,16:45:57
mediterranean,chicken feta herb wrap stewed potatoes,mediterranean,372.14,112.53,106.82,2022-10-16,16:45:57
mediterranean,grilled tuna steaks sicilian style potato salad,mediterranean,192.74,181.7,97.7,2022-10-16,16:45:57
mediterranean,chicken sausage pepper onion stoup tomato basil gobble ums,italian,107.95,347.26,143.44,2022-10-16,16:45:57
mediterranean,grilled whole snapper fennel pernod butter sauce,mediterranean,289.65,60.75,116.53,2022-10-16,16:45:57
mediterranean,rotisserie leg of lamb potatoes fennel olives,mediterranean,269.85,179.15,243.65,2022-10-16,16:45:57
mediterranean,veggie burgers mint yogurt sauce carrot salad,mediterranean,78.62,229.63,63.14,2022-10-16,16:45:57
mediterranean,squid calamari filled shellfish saffron risotto ink sauce,italian,283.8,82.89,71.18,2022-10-16,16:45:57
mediterranean,farro green lentil bowl feta olives sundried tomatoes,mediterranean,95.21,285.36,88.55,2022-10-16,16:45:57
mediterranean,bouillabaisse,american,312.48,248.86,205.87,2022-10-16,16:45:57
mediterranean,white beans sun dried tomatoes mushrooms garlic thyme vegan gluten free,american,96.57,251.63,30.86,2022-10-16,16:46:04
mediterranean,grilled chicken roasted red pepper pizza feta balsamic glaze,mediterranean,133.53,164.18,137.67,2022-10-16,16:46:04
mediterranean,citrus olive oil cake sweet basil drizzle candied olives gluten free,american,22.02,713.9,160.83,2022-10-16,16:46:04
mediterranean,tomato black olive orzo salad,mediterranean,100.69,314.24,375.24,2022-10-16,16:46:04
mediterranean,chard stalk hummus,mediterranean,30.55,47.32,86.47,2022-10-16,16:46:04
mediterranean,minted courgette salad,french,6.54,24.63,28.59,2022-10-16,16:46:04
mediterranean,tuscan white beans,italian,108.6,291.91,76.37,2022-10-16,16:46:04
mediterranean,grilled lamb onion kabobs olive aioli,mediterranean,173.7,49.02,219.77,2022-10-16,16:46:04
mediterranean,crispy garlic rosemary slices,french,30.25,260.19,41.96,2022-10-16,16:46:04
mediterranean,fig honey yogurt,mediterranean,10.03,47.06,2.83,2022-10-16,16:46:04
mediterranean,pork fennel chilli meatballs,american,88.07,23.33,134.21,2022-10-16,16:46:04
mediterranean,rosemary pork chops,american,106.38,3.92,86.73,2022-10-16,16:46:04
mediterranean,warm chickpea chorizo pepper salad,mediterranean,104.19,257.47,110.55,2022-10-16,16:46:04
mediterranean,tangy roasted peppers,mediterranean,4.83,23.97,68.51,2022-10-16,16:46:04
mediterranean,tortellini pesto broccoli,italian,20.87,51.53,38.62,2022-10-16,16:46:04
mediterranean,sticky lemon chicken,american,95.55,33.1,42.2,2022-10-16,16:46:04
mediterranean,italian butter beans,italian,60.18,190.28,21.48,2022-10-16,16:46:04
mediterranean,red potatoes olive feta mint,mediterranean,50.1,156.78,113.96,2022-10-16,16:46:04
